Address,Beds,Baths,House Size,Lot Size,Type,Price
"Haute Aboujagane Land, Haute Aboujagane, New Brunswick",,,,,"
            Residential
        ",43000
"Lots And Land for sale in 07- 5 Route 960, Cape Spear, NB, Cape Spear, New Brunswick",,,,3.0,"
            Lots And Land
        ",99900
"Lots And Land for sale in Lot B Vacant Land Rte 170, Oak Bay, New Brunswick",,,,,"
            Lots And Land
        ",25000
"Lots And Land for sale in 12 Acre Lot, Rte 117, Baie Ste. Anne, New Brunswick",,,,12.0,"
            Lots And Land
        ",49900
"Condominium for sale in 50 Assomption, Moncton, New Brunswick, E1C0C5",2,2,1102,,"
            Condominium
        ",199900
"Lots And Land for sale in 75 Church Street, Sackville, NB, Sackville, New Brunswick, E4L 2Y8",,,,0.287,"
            Lots And Land
        ",19000
"Lots And Land for sale in - Lynnfield Road, Lynnfield, New Brunswick",,,,,"
            Lots And Land
        ",8000
"Lots And Land for sale in 7 ACRES, SANDY PT RD, (Ch. Pointe aux Sable), Miramichi, New Brunswick, E9A 1J4",,,,7.0,"
            Lots And Land
        ",40000
"10 Murray Lane, Oak Bay, New Brunswick",4,3,2069,1.29,"
            Residential
        ",464900
"Lots And Land for sale in - Paradox Point, Bocabec, New Brunswick",,,,,"
            Lots And Land
        ",345000
"Lots And Land for sale in - Upper Waweig Road, Waweig, New Brunswick",,,,,"
            Lots And Land
        ",23500
"20 Board Road Extension, Oak Bay, New Brunswick",2,1,,,"
            Residential
        ",299000
"62 Irene - Spring 2020, Shediac, New Brunswick, E4P0S4",3,2,1423,,"
            Residential
        ",230000
"Colpitts Road, Colpitts Settlement, New Brunswick",,,,6.35,"
            Residential
        ",29900
"13 Abbott, Saint Stephen, New Brunswick, E2L 3C4",3,1,,,"
            Residential
        ",210000
"Lots And Land for sale in Lot 89-4 Route 445, Fair Isle, New Brunswick",,,,2.55,"
            Lots And Land
        ",13400
"29 Flint Court, Moncton, New Brunswick",4,3,,0.09,"
            Residential
        ",399900
"963 Forest Hill Rd, Fredericton, New Brunswick, E3B 7G6",3,2,,0.226,"
            Residential
        ",309900
"637 Route 170 Route, Oak Bay, New Brunswick",5,2,,,"
            Residential
        ",169900
"Other Real Estate for sale in Camp and Land, Centre Village, NB, Greater Sackville, New Brunswick",2,,256,,"
            Other
        ",49900
"Vacant Lot, Route 960, Cape Spear, NB, Cape Spear, New Brunswick",,,,2.1,"
            Residential
        ",109900
"1054 rue Centrale, Memramcook, New Brunswick",3,3,2496,1.0,"
            Residential
        ",144900
"35 Morey Brow Road, Deer Island, New Brunswick",1,,320,0.66,"
            Residential
        ",51999
"415 Beckwith Road, Greater Salisbury, New Brunswick",2,2,1980,4.0,"
            Residential
        ",224900
"51 Main Street, St. Stephen, New Brunswick",2,1,,,"
            Residential
        ",69000
"Lots And Land for sale in - Lakeshore Drive North, Bethel, New Brunswick",,,,,"
            Lots And Land
        ",139900
"130 Paradox Point, Bocabec, New Brunswick",4,5,,,"
            Residential
        ",998500
"96 Todds Point Road, Saint Stephen, New Brunswick",4,3,,,"
            Residential
        ",269000
"Lots And Land for sale in 15-4 Winterport Way, Fredericton, New Brunswick",,,,1.0,"
            Lots And Land
        ",75000
"23 MacTavish Street, Miramichi, New Brunswick, E1V 6A6",2,1,1008,,"
            Residential
        ",54000
"167 Todd's Point Road, Dufferin, New Brunswick",3,2,4026,,"
            Residential
        ",295500
"9 Murchie Avenue, St. Stephen, New Brunswick, E3L 1E2",4,2,1944,0.18,"
            Residential
        ",129000
"Lots And Land for sale in Lot 1 Murdock Rd, Miramichi, New Brunswick, E1N 4Y9",,,,10.3,"
            Lots And Land
        ",19900
"Lots And Land for sale in 1431 Route 755, St. Stephen, New Brunswick",,,594,3.0,"
            Lots And Land
        ",25000
"Lots And Land for sale in 46 Main Street B, St. Stephen, New Brunswick",,,,,"
            Lots And Land
        ",20000
"45 Percy Kelly Drive, Miramichi, New Brunswick, E1V 5V5",2,1,1008,0.25,"
            Residential
        ",129900
"Lots And Land for sale in 15-3 Winterport Way, Fredericton, New Brunswick",,,,1.0,"
            Lots And Land
        ",35000
"169 Malakoff  Rd, Scoudouc, New Brunswick, E4P 1A9",3,2,2181,3.0,"
            Residential
        ",399900
"Lots And Land for sale in 98-2 Bayview Boulevard, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",189900
"28 Erinvale Drive, Moncton, New Brunswick, E1A 9N6",5,4,5880,0.485,"
            Residential
        ",1090000
"100 Second Street, Rothesay, New Brunswick, E2H 1M5",4,3,3350,0.334,"
            Residential
        ",389900
"133 York St, Moncton, New Brunswick, E1C 2Z1",3,2,2443,0.098,"
            Residential
        ",164900
"Vacant Lot, Route 960, Cape Spear, NB, Cape Spear, New Brunswick",,,,2.1,"
            Residential
        ",109900
"Lots And Land for sale in Lot Union Street, St. Stephen, New Brunswick",,,,,"
            Lots And Land
        ",69000
"27 Spring Street, St. Stephen, New Brunswick, E3L 1K6",3,1,1229,0.38,"
            Residential
        ",89900
"Lots And Land for sale in Route 885 - Lot, Greater Salisbury, New Brunswick",,,,,"
            Lots And Land
        ",19900
"Lots And Land for sale in 98-1 Bayview Boulevard, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",145000
"274 Milltown Boulevard, St. Stephen, New Brunswick",4,2,,,"
            Residential
        ",249500
"Lots And Land for sale in Herring Cove Road, Campobello Island, New Brunswick, E5E 1C3",,,,10.0,"
            Lots And Land
        ",350000
"208 Upper Mills Road, Greater Saint Stephen, New Brunswick",2,1,,,"
            Residential
        ",79500
"415 Beckwith Road, Greater Salisbury, New Brunswick",2,2,1980,4.0,"
            Residential
        ",224900
"65 North Road, Campobello Island, New Brunswick",7,2,3700,1.8,"
            Residential
        ",495000
"876 Route 172, Greater St. George, New Brunswick",2,1,,,"
            Residential
        ",89500
"41 Granada Ave, Fredericton, New Brunswick, E3A 9T6",6,3,1160,0.161,"
            Residential
        ",289900
"29 Flint Court, Moncton, New Brunswick",4,3,,0.09,"
            Residential
        ",399900
"Condominium for sale in 88 Woods Terrace, Unit #201, Moncton, New Brunswick, E1G 1X6",2,2,1298,,"
            Condominium
        ",254900
"Lots And Land for sale in Lot 85-68 Fern Drive, Campobello Island, New Brunswick, E5E 1C1",,,,1.0,"
            Lots And Land
        ",25000
"51 ALEX JACK DETOUR Road, Utopia, New Brunswick",3,2,,,"
            Residential
        ",295000
"Condominium for sale in 225 Serenity Lane, Fredericton, New Brunswick, E3B 0H1",2,1,1400,,"
            Condominium
        ",124900
"21 Whispering Pines Lane, Crocker Hill, New Brunswick",2,2,,,"
            Residential
        ",289900
"Lots And Land for sale in Murray Road Bartletts Mills, St. Andrews, New Brunswick",,,,44.0,"
            Lots And Land
        ",10000
"Lots And Land for sale in 16 tower Road, Cape Tormentine, NB, Cape Tormentine, New Brunswick",,,,1.394,"
            Lots And Land
        ",69900
"175 Anderson Mill Road, Memramcook, NB, Memramcook, New Brunswick, E4K 2G5",2,1,960,,"
            Residential
        ",63000
"Lots And Land for sale in Manhurst Cross Road - Lot 2, Greater Havelock, New Brunswick",,,,1.5,"
            Lots And Land
        ",9900
"Lots And Land for sale in Lot 1 & 2, Collins Lake Road, Shemogue, NB, Shemogue, New Brunswick, E4N 2N1",,,,51.0,"
            Lots And Land
        ",29900
"Royal Oaks Boulevard, Moncton, New Brunswick, E1H 3L2",,,,,"
            Residential
        ",48900
"Lots And Land for sale in LOT 2006-4 Carl Avenue, Greater Kingsclear, New Brunswick",,,,,"
            Lots And Land
        ",99000
"Farm And Agriculture for sale in Knightville Road, Knightville, New Brunswick",,,,,"
            Farm And Agriculture
        ",715000
"Lots And Land for sale in 278 Manor Road, St. George, New Brunswick, E5C 2J4",,,,,"
            Lots And Land
        ",17000
"4 Mcadam Court, St. Stephen, New Brunswick",4,2,,,"
            Residential
        ",169900
"Lots And Land for sale in 63 Balsam Ave, Noonan, New Brunswick",,,,1.3,"
            Lots And Land
        ",39900
"Lots And Land for sale in Deer Island Point  Route 772, Deer Island, New Brunswick",,,,18.0,"
            Lots And Land
        ",139000
"Other Real Estate for sale in 106  Fraser Street, St. Stephen, New Brunswick",2,1,840,,"
            Other
        ",45000
"Lots And Land for sale in - Bar Road, Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",149900
"Multifamily for sale in 124 Queen Street West, St. Stephen, New Brunswick",,,,,"
            MultiFamily
        ",99000
"963 Forest Hill Rd, Fredericton, New Brunswick, E3B 7G6",3,2,,0.226,"
            Residential
        ",309900
"13 Abbott, Saint Stephen, New Brunswick, E2L 3C4",3,1,,,"
            Residential
        ",210000
"Other for sale in 799 Route 11, Miramichi, New Brunswick, E1V 7C9",2,1,616,0.253,"
            Other
        ",29000
"Lots And Land for sale in Lot 15-2 Winterport Way, Fredericton, New Brunswick",,,,1.0,"
            Lots And Land
        ",45000
"254 Ledge Road, Crocker Hill, New Brunswick",3,2,,,"
            Residential
        ",219000
"20 Cape Spear Cross Road, Cape Spear, NB, Cape Spear, New Brunswick",3,2,1120,80.0,"
            Residential
        ",189900
"15 Will Blakney Road, Greater Salisbury, New Brunswick",3,1,1960,2.9,"
            Residential
        ",249900
"44 Meadow Lane, Sackville, NB, Sackville, New Brunswick, E4L 0A1",,,,0.365,"
            Residential
        ",42500
"1390 Route 770, St. George, New Brunswick, E5C 1E8",2,1,,,"
            Residential
        ",79900
"Multifamily for sale in 15 Pyne, Miramichi, New Brunswick",8,4,2688,0.308,"
            MultiFamily
        ",99900
"40 Mill Road, Elgin, New Brunswick, E4Z 2A6",3,1,1248,0.5,"
            Residential
        ",109900
"65 Howard Street, Miramichi, New Brunswick, E1N 1V7",4,2,1728,0.095,"
            Residential
        ",109900
"Lots And Land for sale in Lot 6 Upper Durham Road, Upper Durham, New Brunswick",,,,1.0,"
            Lots And Land
        ",16700
"4780 Route 106, Middleton, NB, Dorchester, New Brunswick, E4K 3H7",3,2,2204,1.21,"
            Residential
        ",84900
"Lots And Land for sale in Lot Upper Mills Road, Greater Saint Stephen, New Brunswick",,,,,"
            Lots And Land
        ",48000
"Lots And Land for sale in Old Saint John Road, Lepreau, New Brunswick",,,,225.0,"
            Lots And Land
        ",139000
"Lots And Land for sale in 991 Portage Vale Road, Portage Vale, New Brunswick",,,,2.0,"
            Lots And Land
        ",17500
"Lots And Land for sale in Land Paradox Point, Bocabec, New Brunswick",,,,,"
            Lots And Land
        ",199500
"Lot 01-3, Rte 117, Black River - Hardwicke, New Brunswick",,,,7.0,"
            Residential
        ",49900
"127 King Street, St. Stephen, New Brunswick",4,2,,,"
            Residential
        ",119900
"601 Anagance Ridge Road, Greater Havelock, New Brunswick",4,2,2592,1.0,"
            Residential
        ",234900
"Lots And Land for sale in 98-16 Ross Point Road, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",60000
"175 Ledden Street, Miramichi, New Brunswick, E1V 2G8",4,2,1780,0.134,"
            Residential
        ",104200
"1449 Amirault, Dieppe, New Brunswick, E1A4T4",4,1,1405,0.145,"
            Residential
        ",180000
"130 Paradox Point, Bocabec, New Brunswick",4,5,,,"
            Residential
        ",998500
"105 West Lane, Moncton, New Brunswick, E1C 6T8",,,,,"
            Residential
        ",139900
"512 Canada Street, Fredericton, New Brunswick, E3A  4A7",3,2,1440,0.304,"
            Residential
        ",175000
"10 McLaren Dr, Saint Andrews, New Brunswick",,,,1.22,"
            Residential
        ",29000
"40 Jessica, Fredericton, New Brunswick",4,2,1996,2.132,"
            Residential
        ",259900
"682 Memramcook East, Memramcook, New Brunswick, E4K 1N1",4,1,1545,1.9,"
            Residential
        ",75900
"3771 Route 535, Cocagne, New Brunswick",3,1,1824,,"
            Residential
        ",189900
"2  Scovil Street, Deer Island, New Brunswick",4,1,1272,0.028,"
            Residential
        ",129000
"238 Ledge Road, St. Stephen, New Brunswick",4,4,3645,23.0,"
            Residential
        ",329000
"Lots And Land for sale in Land Bunker Hill Road, Campobello Island, New Brunswick",,,,2.8,"
            Lots And Land
        ",9900
"Lots And Land for sale in 68 Acres Welfield Road, Miramichi, New Brunswick",,,,68.0,"
            Lots And Land
        ",35000
"Lots And Land for sale in 95 McGregor St., Fredericton, New Brunswick, E3A 7V5",,,,0.212,"
            Lots And Land
        ",42500
"32 Laforest - Spring 2020, Shediac, New Brunswick, E4P 0R8",3,1,1277,,"
            Residential
        ",223000
"Lots And Land for sale in Deer Island Point Road, Deer Island, New Brunswick",,,,1.34,"
            Lots And Land
        ",79900
"547 Main, Blacks Harbour, New Brunswick, E5H1B9",4,2,,,"
            Residential
        ",102000
"Lots And Land for sale in Lot 05-1 Wellington St, Miramichi, New Brunswick, E1N 3L4",,,,0.494,"
            Lots And Land
        ",25000
"Lots And Land for sale in 98-14 Bayview Boulevard, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",70000
"Lots And Land for sale in 98-13 Ross Point Road, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",99000
"183 St. Patrick's Drive, Miramichi, New Brunswick, E1N 5X4",2,1,870,0.379,"
            Residential
        ",89000
"650 Royal Oaks Boulevard, Moncton, New Brunswick, E1H 3S7",2,2,1232,0.102,"
            Residential
        ",259900
"Lots And Land for sale in Lot 1 Murdock Rd, Miramichi, New Brunswick, E1N 4Y9",,,,10.3,"
            Lots And Land
        ",19900
"966 Bourque road, Dieppe, New Brunswick, E1A7L3",6,3,5250,2.15,"
            Residential
        ",850000
"118 Route 735, Western Charlotte, New Brunswick",2,2,960,1.17,"
            Residential
        ",144000
"7453 Route 3, Baille, New Brunswick",5,1,,,"
            Residential
        ",99000
"894 Shediac Road, Moncton, New Brunswick, E1A 5X6",4,3,4307,,"
            Residential
        ",498600
"Lots And Land for sale in Vacant Land Chamcook NB, Saint Andrews, New Brunswick",,,,5.0,"
            Lots And Land
        ",29990
"126 King Street, Saint Andrews, New Brunswick",5,3,3242,,"
            Residential
        ",399000
"131 Old School House Road, Birneys Lake, New Brunswick",4,2,4030,,"
            Residential
        ",339000
"41 King Street, Petitcodiac, New Brunswick, E4Z 4K8",3,1,1008,1.148,"
            Residential
        ",135900
"Lots And Land for sale in - Rollingdam Road, Saint Stephen, New Brunswick",,,,,"
            Lots And Land
        ",29000
"Lots And Land for sale in 92 McGregor St., Fredericton, New Brunswick, E3A 7V5",,,,0.212,"
            Lots And Land
        ",42500
"Lots And Land for sale in Lot 1 - 3.89 Acres Sandy Point Rd., Miramichi, New Brunswick, E9A 1L2",,,,3.9,"
            Lots And Land
        ",59900
"21 Dufferin, Sackville, NB, Sackville, New Brunswick, E4L 2Y8",4,1,1849,0.42,"
            Residential
        ",109900
"600 Royal Oaks Boulevard, Moncton, New Brunswick, E1H 3S7",2,2,1232,0.123,"
            Residential
        ",264900
"182 Union Street, St. Stephen, New Brunswick",3,2,,,"
            Residential
        ",89000
"601 Anagance Ridge Road, Greater Havelock, New Brunswick",4,2,2592,1.0,"
            Residential
        ",234900
"85-66 & 85-70 Maple Leaf Crt, Campobello Island, New Brunswick",,,,3.5,"
            Residential
        ",39900
"Lots And Land for sale in - Leavitt Head Road, Greater St. George, New Brunswick",,,,,"
            Lots And Land
        ",13900
"Lots And Land for sale in 87-3 Pine Point Road, Saint Stephen, New Brunswick, E3L 3N6",,,,,"
            Lots And Land
        ",179000
"40 Queen Street West, St Stephen, St. Stephen, New Brunswick, E3L2K3",2,1,1590,0.26,"
            Residential
        ",87000
"Lots And Land for sale in 98-1 Bayview Boulevard, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",145000
"Lots And Land for sale in 46 Main Street A, St. Stephen, New Brunswick",,,,,"
            Lots And Land
        ",20000
"Lots And Land for sale in Deer Island Point Road, Deer Island, New Brunswick",,,,1.34,"
            Lots And Land
        ",79900
"Lots And Land for sale in 32 King Street, St. Stephen, New Brunswick",,,,,"
            Lots And Land
        ",99000
"10 McLaren Dr, Saint Andrews, New Brunswick",,,,1.22,"
            Residential
        ",29000
"Lots And Land for sale in - Lots 1, 2, 3, 4 Oak Bay Lilly Hill, Saint Stephen, New Brunswick, E3L 5E8",,,,,"
            Lots And Land
        ",59900
"614 Royal Oaks Boulevard, Moncton, New Brunswick, E1H 3S7",2,2,1232,0.13,"
            Residential
        ",264900
"133 York St, Moncton, New Brunswick, E1C 2Z1",3,2,2443,0.098,"
            Residential
        ",164900
"Lot Albert Mines Road, Hillsborough, New Brunswick, E4H 1X6",,,,4.99,"
            Residential
        ",29000
"Lots And Land for sale in Vacant Lot #2 Rankine Road, Bayside, New Brunswick",,,,13.0,"
            Lots And Land
        ",71500
"62 Irene - Spring 2020, Shediac, New Brunswick, E4P0S4",3,2,1423,,"
            Residential
        ",230000
"41 King Street, Petitcodiac, New Brunswick, E4Z 4K8",3,1,1008,1.148,"
            Residential
        ",135900
"Lots And Land for sale in 98-14 Bayview Boulevard, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",70000
"Lots And Land for sale in Lot, Queens Road, Sackville, NB, Sackville, New Brunswick, E4L 2B3",,,,0.617,"
            Lots And Land
        ",59000
"Lots And Land for sale in 21 Hambrook Point, Miramichi, New Brunswick, E9C 2C1",,,,1.3,"
            Lots And Land
        ",34500
"44 Meadow Lane, Sackville, NB, Sackville, New Brunswick, E4L 0A1",,,,0.365,"
            Residential
        ",42500
"512 Canada Street, Fredericton, New Brunswick, E3A  4A7",3,2,1440,0.304,"
            Residential
        ",175000
"67 Sebastien, Shediac, New Brunswick, E4P 0K7",3,3,2300,,"
            Residential
        ",329000
"Lots And Land for sale in LOT 2 MURDOCK RD., Miramichi, New Brunswick, E1N 4Y9",,,,10.3,"
            Lots And Land
        ",19900
"Lots And Land for sale in 46 Main Street B, St. Stephen, New Brunswick",,,,,"
            Lots And Land
        ",20000
"Lots And Land for sale in 4363 Route 3, Saint Stephen, New Brunswick, E6K 1Y4",,,,,"
            Lots And Land
        ",79900
"Lots And Land for sale in 64 Henderson Street, Miramichi, New Brunswick",,,,,"
            Lots And Land
        ",28850
"2255 Mountain Rd., Moncton, New Brunswick, E1J 1B6",,,,4.0,"
            Residential
        ",450000
"Other Real Estate for sale in 7888 Route 112 Hunters home, Greater Salisbury, New Brunswick",,,,,"
            Other
        ",32000
"8 Second Street, Petitcodiac, New Brunswick, E4Z 4V9",2,1,1200,,"
            Residential
        ",119900
"1180 Route 725, Saint Stephen, New Brunswick, E3L 5R2",3,2,,,"
            Residential
        ",174000
"423 Route 725, Dennis-Weston, New Brunswick",2,1,,,"
            Residential
        ",109000
"281 Milltown Blvd, St. Stephen, New Brunswick, E3L 1H8",4,1,2157,0.33,"
            Residential
        ",269000
"Lots And Land for sale in 1431 Route 755, St. Stephen, New Brunswick",,,594,3.0,"
            Lots And Land
        ",25000
"1886 Route 515, Bouctouche, New Brunswick",4,1,1775,,"
            Residential
        ",92000
"Lots And Land for sale in 124 Chamcook Lake #1 Road, Chamcook, New Brunswick",,,,,"
            Lots And Land
        ",110000
"Lots And Land for sale in 98-15 Bayview Boulevard, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",70000
"Lots And Land for sale in 9069 Route 3, Saint Stephen, New Brunswick, E3L 4W9",,,,,"
            Lots And Land
        ",60000
"Lots And Land for sale in LOT 2 MURDOCK RD., Miramichi, New Brunswick, E1N 4Y9",,,,10.3,"
            Lots And Land
        ",19900
"15 Bridge St., Stanley, New Brunswick, E6B-1B1",4,2,2264,0.302,"
            Residential
        ",205000
"Lots And Land for sale in LOT # 2 Oaksway Street, St. Stephen, New Brunswick",,,,,"
            Lots And Land
        ",39500
"Lots And Land for sale in - Route 127, Bayside, New Brunswick, E5B 2T9",,,,,"
            Lots And Land
        ",59000
"37 Rose Street, St. Stephen, New Brunswick, E3L 2R1",2,1,730,0.24,"
            Residential
        ",69900
"Lots And Land for sale in Route 170, St. Stephen, New Brunswick",,,,2.79,"
            Lots And Land
        ",30000
"Lots And Land for sale in 2.74 Acres Hopps Lane, Oak Haven, New Brunswick",,,,,"
            Lots And Land
        ",49900
"10 Downey Lane, Dennis-Weston, New Brunswick",4,1,1082,1.24,"
            Residential
        ",157900
"Lots And Land for sale in - Route  725, Western Charlotte, New Brunswick",,,,,"
            Lots And Land
        ",15900
"60 Route 735, Western Charlotte, New Brunswick",3,1,,,"
            Residential
        ",89500
"10 Downey Lane, Dennis-Weston, New Brunswick",4,1,1082,1.24,"
            Residential
        ",157900
"Lots And Land for sale in - Route  725, Western Charlotte, New Brunswick",,,,,"
            Lots And Land
        ",15900
"60 Route 735, Western Charlotte, New Brunswick",3,1,,,"
            Residential
        ",89500
"40 Queen Street West, St Stephen, St. Stephen, New Brunswick, E3L2K3",2,1,1590,0.26,"
            Residential
        ",87000
"11 Pagan Street, St. Stephen, New Brunswick",4,1,,,"
            Residential
        ",119000
"62 Duffy Rd., Riverview, New Brunswick",3,1,1500,12.0,"
            Residential
        ",225000
"Lots And Land for sale in 98-12 Ross Point Road, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",110000
"Lots And Land for sale in 4000 SQ M LOT 91-1 Rte 117, Escuminac, Miramichi, New Brunswick, E9A 1R4",,,,0.988,"
            Lots And Land
        ",19900
"1046-1048 North Road, Campobello Island, New Brunswick",6,3,2100,5.0,"
            Residential
        ",399900
"Lots And Land for sale in - Glass Shore Road, Bocabec, New Brunswick",,,,,"
            Lots And Land
        ",129500
"6 Green Acres Lane, Salisbury, New Brunswick, E4J 0B4",4,2,2300,0.724,"
            Residential
        ",274900
"27 Fraser, Oak Bay, New Brunswick",3,1,1468,,"
            Residential
        ",49000
"Lots And Land for sale in Waterfront Acreage on Braveheart Road, Renous - Quarryville, New Brunswick",,,,5.51,"
            Lots And Land
        ",65000
"20 Riverdise Drive, Saint Stephen, New Brunswick, E3L 1B7",3,2,,,"
            Residential
        ",114000
"Lots And Land for sale in 50 acres Splan Pond Area Route, Dennis-Weston, New Brunswick",,,,,"
            Lots And Land
        ",38500
"7878 Hunters Home, Havelock, New Brunswick",1,1,1200,,"
            Residential
        ",249000
"Lots And Land for sale in Lot 4741 Rte 117, Upper Miramichi, New Brunswick",,,,2.5,"
            Lots And Land
        ",19900
"258 Royree Road, Western Charlotte, New Brunswick",2,1,,,"
            Residential
        ",115000
"Lots And Land for sale in 98-11 Ross Point Road, Greater Saint Andrews, New Brunswick",,,,,"
            Lots And Land
        ",135000
"Lots And Land for sale in 213 Maces Bay Road, Maces Bay, New Brunswick",,,,,"
            Lots And Land
        ",29900
"14 Gowan Loop Rd, Saint Andrews, New Brunswick",1,,720,1.0,"
            Residential
        ",79000
"Farm And Agriculture for sale in 550 Cookville Road, Greater Sackville, New Brunswick",,,,644.89,"
            Farm And Agriculture
        ",2300000
"Single Family for sale in 3 Newport DR, Moncton, New Brunswick, E1G2L9",3,1,1050,,"
            Single Family
        ",149900
"Vacant Land for sale in Lot 3 Motivation Avenue, Quispamsis, New Brunswick, E2G2A1",,,,,"
            Vacant Land
        ",129500
"Vacant Land for sale in 3 Gabriel Street, Edmundston, New Brunswick",,,,,"
            Vacant Land
        ",35000
"Single Family for sale in 110 Route 1148, Tracey Mills, New Brunswick",3,1,1200,,"
            Single Family
        ",114900
"Single Family for sale in 125 Cocagne Sud, Cocagne, New Brunswick, E4R2J8",3,2,1826,,"
            Single Family
        ",224900
"Single Family for sale in 44 Hamilton RD, Elgin, New Brunswick, E4Z1V8",2,2,1092,,"
            Single Family
        ",99000
"Single Family for sale in 1012 Route 820, Barnesville, New Brunswick",3,1,,2.3,"
            Single Family
        ",89900
"Single Family for sale in 65 Curry, Moncton, New Brunswick, E1A3V6",3,1,750,,"
            Single Family
        ",64900
"Single Family for sale in 41 Desrosiers, Dieppe, New Brunswick, E1A7W5",4,4,2483,,"
            Single Family
        ",389900
"Single Family for sale in 17 Anchorage Avenue, Millidgeville, New Brunswick",4,4,4300,,"
            Single Family
        ",499000
"Single Family for sale in 1346 Four Road, Inkerman, New Brunswick",3,1,,,"
            Single Family
        ",150000
"Single Family for sale in 56 Pincher Street, Greater Woodstock, New Brunswick",4,2,2146,,"
            Single Family
        ",174900
"Single Family for sale in 13 des Erables RD, Dieppe, New Brunswick, E1A8X7",3,3,1750,,"
            Single Family
        ",229000
"Single Family for sale in 34 Louise Court, Fredericton, New Brunswick, E3G5M5",4,4,3416,,"
            Single Family
        ",499900
"Single Family for sale in 43 Larochelle, Dieppe, New Brunswick, E1A9B6",4,4,2248,,"
            Single Family
        ",454900
"Single Family for sale in 66 Martindale DR, Moncton, New Brunswick, E1G2J3",3,2,1290,,"
            Single Family
        ",169900
"Vacant Land for sale in - des Patriotes Street, Caraquet, New Brunswick, E1W1A7",,,,,"
            Vacant Land
        ",125000
"Single Family for sale in 225 SERENITY Lane Unit 325, Fredericton, New Brunswick, E3B0H1",2,1,,,"
            Single Family
        ",137500
"Vacant Land for sale in Lot 14-6 & 14-7 Burtis Way, Cumberland Bay, New Brunswick",,,,,"
            Vacant Land
        ",179900
"Single Family for sale in 365 Gibson Street, Fredericton, New Brunswick, E3A4E7",2,1,1100,,"
            Single Family
        ",149900
"Single Family for sale in Lot#78 Apple Blossom Trail, Hampton, New Brunswick, E5N0J6",3,2,,,"
            Single Family
        ",321500
"Single Family for sale in 60 Carrie Street, Rusagonis - Waasis, New Brunswick",3,2,1080,,"
            Single Family
        ",166700
"Single Family for sale in 20 Sedona CRES, Moncton, New Brunswick, E1G5X6",1,2,1420,,"
            Single Family
        ",310000
"Single Family for sale in 102 Central Avenue, Island View Heights, New Brunswick",2,2,1008,,"
            Single Family
        ",165000
"Single Family for sale in 131 Lawrence Long Road, Acamac, New Brunswick",1,1,,0.402,"
            Single Family
        ",89900
"Single Family for sale in 35 Walker Crescent, Hampton, New Brunswick, E5N5Z7",4,2,,,"
            Single Family
        ",125000
"Single Family for sale in 397 Parkhurst Drive, Fredericton, New Brunswick, E3B2K2",4,2,,,"
            Single Family
        ",284900
"Vacant Land for sale in Vacant Lot 3 Route, Brockway, New Brunswick",,,,,"
            Vacant Land
        ",79900
"Vacant Land for sale in - North Road, Campobello Island, New Brunswick",,,,,"
            Vacant Land
        ",19500
"Vacant Land for sale in - Diggle Drive, Quispamsis, New Brunswick, E2E3T4",,,,,"
            Vacant Land
        ",758000
"Single Family for sale in 378 BROAD Road, Geary, New Brunswick",5,2,,,"
            Single Family
        ",94900
"Single Family for sale in 635 3ime ave Avenue, Grand Sault/Grand Falls, New Brunswick",5,3,,,"
            Single Family
        ",199500
"Multi-family Home for sale in 29 Sheffield Court, Fredericton, New Brunswick, E3B4M9",,,1824,,"
            Multi-family
        ",214900
"Single Family for sale in 64 Madonna Drive, Greater Kingsclear, New Brunswick",3,2,2800,,"
            Single Family
        ",298900
"Single Family for sale in 20 Acadie Siding, Acadie Siding, New Brunswick",2,1,,,"
            Single Family
        ",39995
"Single Family for sale in 44 Shore Road, Maquapit Lake, New Brunswick",3,1,716,,"
            Single Family
        ",239000
"Single Family for sale in 78 Point Park DR, Riverview, New Brunswick, E1B1C5",3,2,952,,"
            Single Family
        ",174900
"Vacant Land for sale in Lot 76-2 Renaud, Saint - Antoine, New Brunswick",,,,,"
            Vacant Land
        ",24900
"Single Family for sale in 180 Murielle CRES, Dieppe, New Brunswick, E1A8J1",4,3,1200,,"
            Single Family
        ",309000
"Single Family for sale in 186 Lincoln Road, Fredericton, New Brunswick, E3B2A3",5,4,5720,,"
            Single Family
        ",474900
"Single Family for sale in 83 ch Rang 5, Saint-Basile, New Brunswick",3,1,,,"
            Single Family
        ",129900
"Vacant Land for sale in Lot Melanie Street, Grand Falls - Grand-Sault, New Brunswick",,,,,"
            Vacant Land
        ",42500
"Single Family for sale in 105 Route 2950, Bear Island, New Brunswick",3,3,,,"
            Single Family
        ",599900
